EmployeeID,EmployeeName,Gender,Age,Department,JobTitle,EducationLevel,City,Salary,ExperienceYears,PerformanceScore,LeavesTaken,ProjectsHandled,JoiningDate,Status,Attrition,WorkMode
22702,Employee_347,Male,56,HR,,High School,Ahmedabad,₹90196.96,32,10,5,6,4/7/2020,Resigned,No,hybrid
22703,Employee_650,Female,35,Finance,Director,Master,Pune,108059.13,19,1,14,19,2/16/2016,Active,no,Hybrid
22707,Employee_895,Male,26,Legal,VP,Bachelor,Noida,₹197434.63,31,8,8,17,8/22/2021,Active,No,Remote
22713,Employee_173,Male,34,Sales,, High School ,Ahmedabad,₹161826.74,35,7,18,20,10/31/2022, Terminated ,No,
22714,Employee_241,Female,59,Legal,Senior Manager,BACHELOR,Noida,₹150781.56,32,9,11,13,2/7/2024,On Leave,NO,on-site
22717,Employee_265,Female,28,Product,Analyst,Bachelor,Bangalore,₹139692.22,28,7,11,6,6/3/2016,Resigned,Yes,on-site
22720,Employee_931,Female,57,finance,Senior Analyst,Master,Noida,₹49051.39,6,3,21,1,8/5/2017,ACTIVE,Yes,On-site
22722,Employee_1039,,43,OPERATIONS,DIRECTOR,PhD,,₹57043.02,8,2,22,5,1/9/2020,On Leave,NO,Remote
22726,,Male,47, Sales ,Senior Engineer,Master,Chennai,₹121350.94,24,3,1,25,2/6/2023,ON LEAVE,Yes,Hybrid
22732,Employee_768,Female,22,HR,Senior Manager,BACHELOR,Pune,₹32868.21,5,1,19,25,5/7/2015,Active,no,On-site
22734,Employee_795,Female,41,Marketing,Director,Master,Mumbai,₹34738.47,4,6,18,13,10/19/2023,Resigned,No,Hybrid
22736,Employee_1378,Male,45,Marketing,MANAGER,PhD,Ahmedabad,₹173422.42,35,1,19,17,5/29/2016,Active, Yes ,Hybrid
22737,Employee_1477,Female,59,Legal,Manager,Master,Delhi,₹72253.78,13,5,7,12,6/19/2019,Active,Yes,Hybrid
22738,Employee_1398,Male,25,HR,Engineer,High School,Gurgaon,₹120239.30,20,2,28,12,8/11/2021,Resigned,Yes,Hybrid
22739,Employee_996,Male,57,Marketing, Manager ,phd,Chennai,₹156797.16,27,5,5,5,12/8/2017,Resigned,NO,On-site
22741,  Employee_760  ,Male,58,Finance,Analyst,PhD,Kolkata,₹145526.28,21,3,11,24,8/11/2017,On Leave,Yes, Hybrid 
22742,  Employee_1427  ,,39,engineering,manager,PhD,Delhi,₹90148.82,29,1,25,18,10/7/2023,Active,Yes,Hybrid
22745,Employee_945,Female,29,Sales,ANALYST,Bachelor,Chennai,₹89942.33,12,3,21,1,4/19/2024,Resigned,,remote
22749,Employee_267,Female,60,Marketing,,High School,Delhi,₹74047.65,16,1,11,9,11/11/2022,on leave,No,Remote
22752,Employee_332,Male,24,,VP,PhD,Delhi,37959.28,2,3,26,20,3/8/2021,On Leave, Yes ,Hybrid
22755,Employee_1395,Male,44,Operations,vp,Bachelor,Gurgaon,₹236552.24,35,6,30,21,11/1/2019,Active, No ,
22756,Em#loyee_928, Female ,32,Sales,Intern,Master,Chennai,₹113257.78,28,10,1,2,3/6/2024,,Yes,Hybrid
22758,Employee_483,Male,50,OPERATIONS,INTERN,High School,Noida,₹60466.33,7,2,29,13,1/17/2020,On Leave,Yes,Remote
22759,Employee_183,Male,56,PRODUCT,Senior Analyst,master,Mumbai,₹39794.33,7,8,10,24,7/12/2022,On Leave,,on-site
22762,Employee_829,Male,56,Marketing,Director,High School,Bangalore,₹33382.70,8,1,14,12,4/5/2018,Resigned,Yes,Remote
22765,Employee_1195,Male,25,HR,Analyst,Master,Noida,₹47107.77,16,6,28,6,6/25/2023,Resigned,No,On-site
22767,Employee_640,Female,36,PRODUCT,Analyst,PhD,Pune,₹97479.09,19,5,26,17,4/3/2017,Resigned,Yes,On-site
22768,Employee_166,Male,36,Operations,Senior Engineer,Bachelor,Pune,₹166801.56,29,10,1,15,5/20/2023,resigned,No,On-site
22770,Employee_162,Male,58,Marketing,VP,high school,  Mumbai  ,₹65132.35,14,1,28,5,4/26/2021,,no,Remote
22774,Employee_1058,Male,42,Operations,Analyst,High School,  Noida  ,255655.45,31,9,29,8,1/14/2018,Active,No,REMOTE
22775,Employee_327,Female,60,Engineering,Engineer,PHD,Noida,₹137838.62,20,8,24,16,4/2/2021,Terminated,No,Remote
22777,Employee_426,Male,50,HR,,Bachelor,Hyderabad,133486.06,25,1,24,16,1/14/2018,Terminated,No,
22781,Employee_559,Female,50,OPERATIONS,Senior Engineer,Master,Pune,,1,3,16,2,9/24/2020,Terminated,yes,Remote
22786,Employee_1457,Female,47,Sales,EXECUTIVE,Master,Gurgaon,₹49853.22,6,9,18,25,6/19/2024,Terminated,NO,HYBRID
22787,Employee_723,,25,Engineering,VP,High School,Ahmedabad,₹58888.22,9,10,25,11,2/6/2024,TERMINATED,Yes,On-site
22789,Employee_1221,Male,38,HR, VP ,High School,  Pune  ,,31,6,28,22,7/15/2015,On Leave,No,Hybrid
22790,Employee_916,Male,59,Finance,Intern,Master,Hyderabad,₹39756.70,9,4,15,12,5/12/2020,On Leave, No ,Remote
22792,Employee_1108,Female,41,Operations,VP,PhD,Kolkata,₹54605.62,13,7,25,2,9/9/2015, Terminated ,No,
22795,Employee_224,,25,Sales,Senior Engineer,Master,Noida,₹87424.33,30,6,12,6,8/22/2024,TERMINATED,No,On-site
22796,Employee_517, Male ,26,Product,VP,Master,Delhi,₹161878.97,33,6,2,20,6/1/2024,ON LEAVE,YES,Hybrid
22802,,Male,60,Operations,Senior Manager,BACHELOR,Gurgaon,₹73691.67,17,9,10,20,2/14/2022,on leave,Yes,on-site
22805,Employee_1050,Female,43,Legal, Executive , High School ,Bangalore,₹86744.09,18,2,24,7,4/1/2024,Resigned,No,
22810,Employee_739,Male,28,Engineering,Senior Engineer,Master,Chennai,₹168491.56,21,5,20,10,6/20/2020,On Leave,No,REMOTE
22812,Employee_905,Female,51,Engineering,Director,PhD,Delhi,₹27354.65,2,3,14,18,1/10/2022,ON LEAVE,Yes,
22813,Employee_824,Male,54,Operations,Senior Manager,High School,Noida,₹143570.25,28,6,22,3,2/7/2022,Terminated,No,Remote
22818,  Employee_496  , Male ,48,HR,Executive,,Delhi,₹24799.77,3,7,14,11,2/20/2020,ON LEAVE,No,On-site
22823,Employee_1375,Female,33,Finance,Manager,Master,Ahmedabad,₹160175.88,22,1,6,10,4/22/2016,Terminated,No,Remote
22825,Employee_37,Male,56,product,Analyst,High School,Hyderabad,₹22002.99,2,3,19,25,3/14/2023,terminated,Yes,Remote
22826,Employee_1362,Male,60,Marketing,engineer,Master,,₹29306.98,3,7,16,25,8/11/2015,Active,Yes,On-site
22827,Employee_416,Male,39,HR,SENIOR MANAGER,Bachelor,Ahmedabad,₹137066.35,25,8,4,25,7/21/2018,on leave,Yes,Remote
22828,Employee_200,Male,29,Product,Manager,PHD,Kolkata,₹59683.13,5,7,23,19,8/5/2022,ACTIVE,no,REMOTE
22829,Employee_879,Female,36,HR, Senior Analyst ,Master,Bangalore,₹171711.58,26,4,2,15,6/7/2020,Resigned,Yes,hybrid
22831,Employee_1196,,42,HR,VP,phd,Kolkata,₹76481.75,18,2,2,13,4/30/2019,On Leave,No,Remote
22834,Employee_343,Female,34,Operations,DIRECTOR,PhD,Chennai,₹230084.13,30,1,12,18,2/7/2015,Terminated,yes,Remote
22835,Employee_569,Female,58,Marketing,senior analyst,Bachelor,Ahmedabad,₹256565.09,35,10,21,8,5/10/2015,On Leave,NO,On-site
22836,Employee_533,Female,39,Operations,Manager,Master,Delhi,179433.58,29,10,12,16,2/12/2024,Active,No,Remote
22838,Employee_1382,Female,47,,Senior Engineer,High School,Bangalore,₹182455.50,26,4,27,20,5/7/2023,Terminated,YES,Hybrid
22841,Employee_341,Female,45,Product,Director,High School,Mumbai,₹65916.83,9,8,8,20,4/9/2021,Terminated,Yes,On-site
22845,Employee_1210,Female,53,,Senior Engineer,,  Hyderabad  ,₹116292.71,18,10,4,16,12/14/2021,Active,No,Remote
22849,Employee_177,Female,49,marketing,Executive,High School,Kolkata,,20,7,12,17,8/11/2020,On Leave,NO,On-site
22852,Employee_864,Female,48,Operations,Engineer, High School ,Delhi,₹226300.54,29,10,14,17,8/9/2018,Resigned,No,Hybrid
22853,Employee_200,Female,21,Finance,Senior Analyst,Master,Bangalore,₹67915.92,23,3,16,2,6/9/2024,active,Yes,Hybrid
22854,Employee_1399,Male,25,Sales,Analyst,Master,Delhi,₹51553.18,4,7,9,25,8/26/2020,On Leave,No,Hybrid
22856,Employee_61,Female,48,Legal,vp,High School,Noida,₹25206.95,1,5,17,14,12/24/2020,active,No,Remote
22867,Employee_1026, Female ,42,Marketing,VP,,Gurgaon,₹48859.37,5,3,6,17,2/17/2024,resigned,No,on-site
22868,Employee_560,Female,57,Engineering,,Master,Pune,₹120552.32,29,1,22,10,10/25/2018,Resigned,Yes,Hybrid
22869,Employee_441,Female,30,HR,Director,PhD,Pune,₹65511.14,16,10,12,4,1/10/2018,Active,Yes,On-site
22870,Employee_53,Female,32,,Analyst,PhD,Chennai,₹18547.26,1,1,8,23,7/27/2017,Terminated,No,
22871,Employee_793,Female,42,engineering,VP,High School,Mumbai,,9,4,5,6,11/10/2018,ON LEAVE,No,on-site
22872,Employee_35,Female,26,,Director,Master,Hyderabad,,26,3,10,16,7/18/2022,Terminated,No,hybrid
22876,Employee_882,Male,52,Marketing,Senior Analyst,Master,Mumbai,₹138208.31,27,3,24,12,9/29/2017,Terminated,Yes,Remote
22879,Employee_293,Male,54,Sales,Engineer,PhD,Mumbai,₹85762.04,8,4,26,20,5/11/2015,Resigned,NO,On-site
22886,Employee_1217,Female,37, Marketing ,Engineer,Master,Chennai,₹45107.44,4,6,3,15,6/29/2024,Active,Yes,Hybrid
22887,Employee_81,Male,54,Sales,analyst,Master,Gurgaon,₹143362.42,22,9,8,22,6/12/2024,Active,No,On-site
22888,Employee_1360,Female,23,,Intern,PHD,Pune,₹236448.52,29,7,23,2,3/2/2023,Resigned,No,
22890,Em#loyee_1189,Male,60,marketing,Engineer,master,Hyderabad,₹94059.77,31,9,12,13,3/22/2019,Resigned,Yes,Hybrid
22892,Employee_41,Male,38,Marketing,Executive,High School,Kolkata,₹60866.71,6,6,4,2,11/10/2019,Resigned,No,
22893,Employee_917,Male,34,Legal,Manager,High School,Chennai,₹62379.36,14,3,10,15,4/24/2015,Active,No,On-site
22894,Employee_1363,Female,37,Finance,Manager,Master,Pune,₹33040.29,3,4,10,2,7/21/2017,ACTIVE,Yes,
22900,Employee_788,Female,21,Sales,Senior Manager,PhD,Mumbai,₹89163.80,13,1,16,1,3/1/2018,Active,yes,Hybrid
22904,Employee_1498,Male,44,Finance,Senior Analyst,High School,Gurgaon,₹25139.14,2,3,6,23,12/3/2022,Terminated,Yes,On-site
22920,Employee_792,,31,HR,Analyst, Bachelor ,Noida,₹116595.15,16,8,8,13,4/12/2019,Resigned,Yes,On-site
22921,Employee_106,Female,35,Sales,vp,Bachelor,Delhi,₹158197.40,23,2,21,2,10/23/2023,Resigned,No,On-site
22928,Employee_826,Male,40,HR,Senior Manager,Bachelor,Gurgaon,₹45744.37,5,6,20,25,4/3/2023,Terminated,No,On-site
22929,Employee_442,Male,33,Operations,Senior Analyst,High School,Ahmedabad,₹71590.79,16,9,18,19,8/7/2015,Active,No,Hybrid
22931,Employee_833,Female,39,Operations,Analyst,PhD,Hyderabad,,4,1,11,7,4/1/2023,Resigned,No,Hybrid
22934,,Male,41,Finance,Manager,PhD,Mumbai,₹187193.66,26,10,29,22,12/5/2021,resigned,No,ON-SITE
22936,Employee_214, Female ,27,sales,senior analyst,Master,Mumbai,₹72447.29,10,4,13,1,12/19/2023,On Leave,Yes,REMOTE
22939,Employee_642,Male,34, Marketing ,Director,PhD,,₹41550.92,10,4,10,24,6/13/2022,On Leave,Yes,on-site
22945,Employee_1003,Female,22,Operations,Manager,PhD,Noida,₹194365.08,30,7,30,24,9/23/2015,Terminated, Yes ,Remote
22951,Employee_166,Male,22,sales,SENIOR MANAGER,High School,Gurgaon,₹77505.82,8,10,28,21,8/23/2019,Resigned,No, Hybrid 
22954,Employee_894,Female,22,Legal,Executive,bachelor,Delhi,₹168815.43,25,4,3,23,12/8/2024,Active,No,REMOTE
22957,Employee_201,,46,Legal,Senior Engineer,Master,Gurgaon,₹169201.54,20,4,1,19,10/25/2016,Active,,Hybrid
22958,Employee_366,,34,Finance,Manager,phd,Hyderabad,₹74308.10,15,2,23,19,2/12/2019,Active,Yes,Remote
22960,Employee_1395,Male,45,Marketing,Director,High School,Pune,₹35586.34,4,1,28,22,1/23/2020,on leave,No,On-site
22961,Employee_277,Female,56,Engineering,Intern,bachelor,Gurgaon,₹38508.23,4,9,28,2,7/12/2020,ON LEAVE, No ,Hybrid
22964,Employee_1458,Male,52,Sales,VP,BACHELOR,Mumbai,₹55090.53,4,6,5,25,10/4/2017,TERMINATED,No,Remote
22966,Employee_801,Female,27,Finance,Intern,Bachelor,Mumbai,₹127856.53,24,5,18,14,10/16/2022,Active,No,Hybrid
22981,Employee_56,,48,Engineering,SENIOR MANAGER,Master,Gurgaon,₹140900.76,32,7,29,24,2/22/2018,,No,REMOTE
22982,Employee_692,Female,36,Engineering,Manager, Bachelor ,Ahmedabad,₹73543.82,10,9,24,8,11/23/2019,terminated,Yes,Remote
22984,Employee_681,Female,24,Finance, Analyst ,Bachelor,Kolkata,₹206265.58,26,3,30,20,10/30/2015,Resigned,,On-site
22987,Employee_1001,Male,37,Product,Senior Analyst,PHD,Ahmedabad,₹135021.73,18,2,24,18,1/22/2017,Resigned,No,
22989,Employee_1115,Male,45,finance,Executive,Bachelor,Noida,,26,2,15,23,3/23/2021,Terminated,No,
22999,Employee_222,Male,57,OPERATIONS,Manager,Bachelor,Mumbai,,32,7,28,23,12/10/2021,Terminated,No,On-site
23000,Employee_1016,Female,57,Sales,Director,PHD,  Bangalore  ,₹49976.00,11,3,366,11,12/23/2016,Resigned,Yes,Remote
23001,Employee_1062,Female,54,Product,Manager,PhD,,₹189617.38,21,6,29,16,1/25/2017,on leave,Yes,Remote
23004,Employee_1500,,32,Engineering,Analyst,phd,Mumbai,₹190135.60,23,7,12,8,10/6/2021,Terminated,Yes,
23005,Employee_409,Male,43,Product,VP,High School,Ahmedabad,₹15604.89,0,6,29,4,6/18/2023,Active,no,Remote
23007,Employee_122,Male,31,HR,SENIOR MANAGER,Bachelor,Noida,₹227973.11,33,9,24,4,5/29/2015, On Leave ,YES,Hybrid
23008,Employee_1202,Male,52,Operations,Senior Analyst,Bachelor,Bangalore,₹82796.90,17,4,10,9,12/27/2016,Terminated,No,Hybrid
23010,Employee_116,Female,23,Operations,Director,High School,Chennai,₹56445.17,6,10,1,20,10/17/2023,resigned,NO,
23013,Employee_1132,Female,49,,Intern,phd,Hyderabad,₹179381.93,22,7,19,4,1/2/2020,Terminated,No,Remote
23015,Employee_211,Female,27,Operations,senior manager, High School ,Kolkata,₹169011.53,20,8,16,25,7/10/2015,Terminated,No,on-site
23019,Employee_599,Male,37,engineering,Intern,Bachelor,Hyderabad,₹19081.48,0,9,2,17,12/6/2021,,yes,
23021,Employee_1327,Male,57,Engineering,Executive,Bachelor,Gurgaon,₹37675.18,5,6,5,9,3/8/2018,Resigned,No,On-site
23023,Employee_691,Female,24,Product,MANAGER,Bachelor,Delhi,₹51976.38,8,2,9,12,6/10/2019,active,Yes,Remote
23024,Employee_8,Female,27,SALES,Director,Bachelor,Chennai,,13,9,21,23,1/26/2015,Resigned, No ,Hybrid
23028,Employee_255,Male,49,,Senior Analyst,PhD,Delhi,₹86007.63,27,4,7,14,12/31/2021,Terminated,no,REMOTE
23031,Employee_280,Female,53,Legal,director,master,Hyderabad,,12,6,23,10,10/6/2019,ON LEAVE,No,Remote
23033,Employee_1192, Male ,50,Legal,Senior Manager,PhD,Kolkata,₹65245.94,21,4,7,11,8/10/2020,Terminated,yes,Remote
23035,Employee_194,Female,29,Legal,Senior Engineer,Master,Gurgaon,₹74868.66,26,3,20,8,6/3/2023,Resigned,Yes,
23036,Employee_1413,Male,57,ENGINEERING,Senior Analyst,PhD,Pune,₹173496.23,28,3,22,12,8/1/2024,Resigned,no,HYBRID
23040,Employee_1362,Female,21,FINANCE,VP,High School,Chennai,₹61521.63,13,4,17,10,10/28/2017,On Leave,No,Hybrid
23041,Employee_885,Female,37,HR,Director,High School,Hyderabad,₹118229.63,16,4,29,15,6/7/2016,On Leave,,ON-SITE
23045,Employee_1020,Male,28,finance,executive,PhD,Delhi,₹203205.02,26,6,3,1,9/26/2020,terminated,No,On-site
23047,Employee_1110, Female ,55,Product,Intern,master,Delhi,₹149522.48,35,5,11,25,11/2/2015,Resigned,No,On-site
23051,Employee_1066,Female,30,Finance,Senior Analyst,High School,Ahmedabad,₹42141.93,8,4,10,7,4/9/2023,Terminated,no,HYBRID
23059,Employee_968,Female,56,HR,Engineer,Bachelor,Bangalore,₹20571.24,1,7,11,15,9/12/2022,On Leave,no,Hybrid
23062,Employee_603,Male,46,Marketing,Analyst,Master,Pune,₹33748.77,6,9,27,10,3/5/2024,Resigned,Yes, Hybrid 
23064,Employee_643,Female,52,Product,Executive,Master,,₹14163.37,1,10,8,14,8/10/2020,Active,Yes,Remote
23065,Employee_373,Female,30,Sales,Engineer,HIGH SCHOOL,Bangalore,₹70717.00,11,3,10,7,12/16/2022, On Leave ,,Hybrid
23066,Employee_763,Female,36,FINANCE,director,Master,Noida,₹100560.43,16,4,17,10,12/22/2021,Active,Yes,Remote
23067,Employee_875,Male,32,HR,manager,Bachelor,Delhi,₹207049.76,33,1,19,1,6/9/2015,Active,Yes,ON-SITE
23069,Employee_756,Female,37,Finance,,master,Delhi,₹137973.53,19,5,16,20,10/19/2020,On Leave,No,On-site
23075,Employee_906,Female,42,Marketing,analyst,PhD,Pune,₹93788.12,17,6,15,3,10/4/2015,On Leave,no,Remote
23079,Employee_1455,Female,50,Engineering,Senior Engineer,master,Pune,₹55752.97,5,7,4,25,7/13/2015,Active,No,On-site
23080,Employee_590,Male,29,Legal,Executive,master,Mumbai,₹98301.51,20,1,30,20,6/12/2022,Resigned,Yes,ON-SITE
23084,Employee_1236,Male,29,Marketing,Executive,Bachelor,Ahmedabad,₹212383.85,31,8,13,13,7/6/2020,Active,No,On-site
23085,Employee_1047,Female,50,Marketing,INTERN,phd,Mumbai,₹71552.41,22,10,8,23,3/3/2021,Terminated,yes, Hybrid 
23088,Employee_71,Male,27,Operations,Director,High School,Chennai,₹80921.14,25,10,18,11,11/1/2022, Resigned ,Yes,Remote
23089,Employee_68, Female ,51, Marketing ,SENIOR ENGINEER,PhD,Noida,₹106196.23,13,5,4,16,6/13/2019,Terminated,No,ON-SITE
23090,Employee_416,Male,38,Sales,VP,master,Hyderabad,₹76949.55,24,2,1,5,3/23/2015,Resigned,yes,Hybrid
23098,,Male,39,marketing,Senior Analyst, High School ,Ahmedabad,67691.31,21,5,14,16,4/3/2017,Terminated,No,Hybrid
23100,Employee_64,Male,48,,Senior Manager,,Ahmedabad,,1,10,9,8,6/11/2017,Active,Yes,Hybrid
23102,Employee_1253,,54,Product,Intern,PhD,Chennai,₹34174.22,5,9,6,21,2/14/2020,Resigned,No,Hybrid
23103,Employee_531,Female,24,Operations, Senior Analyst ,PhD,Bangalore,₹14612.39,1,9,10,8,10/4/2015,Terminated,No,On-site
23107,Employee_454,Female,23,Engineering,Director,Bachelor,Noida,₹211402.99,30,10,30,16,10/14/2021,ACTIVE,No,hybrid
23109,Employee_802,Female,27,Sales,Engineer,Master,Gurgaon,₹191464.10,35,7,18,18,4/4/2020,Active,no,On-site
23110,Employee_72,Female,45,Sales,director,Bachelor,Kolkata,₹29445.35,2,5,8,22,12/9/2024,Active,No,On-site
23112,Employee_1120,Female,34,Marketing,Senior Analyst,Bachelor,Kolkata,₹47014.55,4,9,9,9,3/26/2021,On Leave, Yes ,On-site
23113,Employee_8,Male,30,ENGINEERING,vp,Bachelor,Hyderabad,₹147551.81,29,4,13,3,7/9/2021,On Leave,No,On-site
23116,Employee_788,Male,27,Marketing,VP,Master,Mumbai,₹191362.79,22,1,27,1,2/25/2016,, No ,Hybrid
23117,Employee_662,,31,Operations,senior engineer,,Noida,20978.74,4,4,23,10,7/5/2018,Resigned,no,
23118,,Female,32,Product,Manager,High School,Pune,₹119273.87,27,3,4,16,2/22/2024,Active,No,ON-SITE
23120,Employee_1198,Male,47,Legal,VP,Bachelor,Gurgaon,₹27836.79,2,2,3,5,5/25/2016,Resigned,No,Hybrid
23122,Employee_59,Male,58,Product,Senior Engineer,MASTER,Pune,₹54317.43,5,5,16,15,8/16/2024,On Leave,No, On-site 
23125,,Male,23,Engineering,Senior Engineer,High School,Chennai,85606.97,29,8,11,13,12/28/2018,Terminated,No,On-site
23126,Employee_1024,Male,29,HR,Senior Analyst,PhD,Kolkata,58259.35,13,8,22,14,1/11/2015,Active,No,remote
23127,Employee_25,Female,22,Sales,Intern,Master,Delhi,₹140580.90,27,4,18,24,1/28/2017,Resigned,Yes,remote
23128,Employee_228,Female,49,Legal,Senior Analyst,High School,Delhi,₹18544.05,1,10,13,19,1/24/2016,Terminated, Yes ,On-site
23132,  Employee_999  ,Male,49,Product,Analyst,PhD,Hyderabad,₹63596.51,17,6,7,8,10/10/2020,RESIGNED,Yes, On-site 
23136,Employee_169,Male,28,,Senior Manager,PhD,Gurgaon,₹162270.89,19,5,2,10,5/25/2021,,NO,Hybrid
23138,Employee_742,Female,33,MARKETING,Intern,Bachelor,  Ahmedabad  ,₹150832.76,22,9,24,21,12/25/2021,On Leave,Yes,Hybrid
23139,Employee_896,Male,35,Sales,Intern,PhD,Mumbai,₹186739.17,22,9,29,1,9/6/2022,,Yes, Hybrid 
23143,Employee_75,Female,43,HR,Director,bachelor,Bangalore,59322.28,8,3,6,7,7/5/2016,Resigned,No,HYBRID
23145,Employee_1218,Male,27,Marketing,Intern,Master,Chennai,₹131317.92,18,1,10,7,7/28/2018,Resigned,No, Hybrid 
23146,Employee_669,Male,32,Operations,Manager,Master,Chennai,₹161074.95,25,3,2,22,1/15/2018,,,Remote
23150,, Male ,53,Finance,Executive,High School,Kolkata,₹150950.23,18,4,30,17,9/8/2016,,Yes,Remote
23151,Employee_1286,Female,27,Operations,Engineer,bachelor,Gurgaon,,34,2,1,13,2/4/2024,Active,No,Remote
23158,Em@loyee_1172,Female,59,Engineering,VP,Bachelor,  Pune  ,₹82789.48,27,9,30,7,2/4/2022,Terminated,NO,Hybrid
23159,Employee_552,Female,34,Legal,Manager,PhD,Bangalore,₹66859.16,12,10,11,1,7/7/2016,Resigned,No,ON-SITE
23160,Employee_1153,Female,28,HR,Manager,Bachelor,Noida,₹27095.62,1,7,24,15,6/9/2021,On Leave,No,
23161,Employee_704,Female,53,Finance,Director,Master,Hyderabad,103936.49,30,7,16,8,2/7/2024,Active,Yes,On-site
23163,Employee_1470,Male,59,Operations,Engineer,Master,Delhi,₹68309.12,16,4,28,9,4/27/2015, On Leave ,No,on-site
23165,Employee_88, Female ,34,Product,executive,High School,Noida,₹104622.37,32,7,9,7,3/11/2022,Terminated,Yes,On-site
23166,Employee_83,Male,44,Legal,Senior Analyst, High School ,Bangalore,₹38468.90,7,9,19,7,2/1/2015,resigned, No ,On-site
23169,Employee_942,,58,Engineering,,High School,Bangalore,₹165670.40,24,9,30,20,5/29/2023,On Leave,no,Remote
23170,Employee_56,Female,23, Product ,Executive,Master,Noida,₹68838.28,18,7,25,17,9/17/2017,Terminated,No,on-site
23171,Employee_1031,Male,48,HR, Analyst ,High School,Delhi,₹171215.80,33,5,27,1,1/12/2024,Active,yes,on-site
23172,Employee_1058,Female,55,legal,Senior Manager,Bachelor,Noida,₹174710.27,22,5,9,16,4/21/2023,Resigned,yes,On-site
23173,Employee_95,Male,37,product,Senior Analyst,Master,Delhi,₹136902.91,28,5,24,2,2/10/2023,active,No,Hybrid
23174,Employee_1246,Male,21,Product,Senior Analyst,Master,Gurgaon,,32,7,12,18,12/5/2016, Active ,YES,Remote
23175,Employee_1144, Male ,53,Finance,Senior Engineer,PhD,Gurgaon,,11,2,27,25,11/4/2024,Resigned,No,on-site
23179,Employee_127,Female,39,Sales,director,phd,Ahmedabad,₹184911.82,34,10,28,23,1/5/2018,On Leave,NO,ON-SITE
23181,Employee_514,Male,54,Product,Executive,PhD,Delhi,₹126789.51,19,10,8,9,8/20/2019,Terminated,No,on-site
23186,, Female ,55,Finance,Intern,bachelor,Noida,,6,8,25,14,4/10/2015,On Leave,No,Remote
23189,Employee_926,Male,25,Operations,Senior Engineer,high school,Noida,₹44986.43,8,2,10,15,10/8/2016, Terminated ,Yes,Remote
23191,Employee_139,Male,25,marketing, Senior Engineer , PhD ,Noida,₹196405.78,26,7,4,1,1/20/2021,On Leave,No, On-site 
23193,Employee_1107,Male,21,Sales,VP,high school,Hyderabad,34325.91,6,9,5,25,9/29/2020,Active,Yes,On-site
23200,Employee_171,Male,28,Operations,Director,Bachelor,Hyderabad,100747.27,18,10,21,8,11/8/2020,Resigned,No,hybrid
23201,Employee_86,Male,28,Engineering,Senior Engineer,High School,Mumbai,₹37132.20,4,5,19,19,7/2/2021,Active,No,Hybrid
23206,  Employee_1404  ,Male,44,sales,manager,High School,  Kolkata  ,₹53776.07,10,7,3,16,10/23/2021,,No,On-site
23207,Employee_610,Male,44,HR,director,PhD,Ahmedabad,₹125381.96,31,6,19,8,2/24/2024,on leave,Yes,On-site
23208,Employee_846,Male,43,Operations, Analyst ,BACHELOR,  Chennai  ,₹169340.49,28,6,19,8,5/9/2017,TERMINATED,Yes,hybrid
23211,Em#loyee_772,Male,58,Product,engineer,Master,Bangalore,₹98410.15,24,3,7,14,7/26/2017,active,no,hybrid
23213,Employee_761,,45,Marketing,Senior Analyst,PhD,Delhi,₹173414.78,27,8,24,11,5/27/2018,ON LEAVE,No,Hybrid
23214,Employee_1094,Male,31,HR,Analyst,Bachelor,Hyderabad,₹36042.02,4,6,7,10,3/1/2018,On Leave,Yes,on-site
23215,Employee_1263,Female,40,HR,SENIOR MANAGER,PHD,Noida,,1,8,22,2,8/3/2018,On Leave,Yes,Hybrid
23216,Employee_1169,Female,41,Sales,,High School,Pune,₹28769.40,3,6,24,22,6/10/2024,ON LEAVE,no,On-site
23217,Employee_1260,,30,,Executive,MASTER,Bangalore,₹76590.90,14,7,12,11,8/3/2016,TERMINATED,No,Remote
23220,,Male,30,HR,Senior Engineer,bachelor,Kolkata,₹129895.61,19,1,9,2,7/9/2021,,No,
23226,Employee_1105,Female,58,HR,analyst,High School,Gurgaon,75260.45,16,10,4,3,10/29/2017,Terminated,Yes,Remote
23232,,Female,38,Sales,Director,High School,Bangalore,₹104443.00,22,10,26,8,12/11/2017,,No,HYBRID
23235,Employee_1483,Female,31,FINANCE, Senior Analyst ,,Mumbai,₹61881.60,11,7,1,7,12/2/2020,Terminated,No,Remote
23237,Employee_697,Male,30,Sales,senior analyst,Bachelor,Pune,,34,3,14,9,2/4/2022,,,On-site
23241,Employee_1055,Male,59,Product,Engineer,High School,Kolkata,₹255241.84,31,6,23,7,6/13/2023,On Leave,Yes,ON-SITE
23242,,Female,34,Finance,SENIOR ANALYST,PhD,Pune,₹144622.95,22,10,30,17,9/1/2019,on leave,No,REMOTE
23244,Employee_1009,Male,44,Finance,Director,Bachelor,Chennai,₹65184.42,9,8,9,9,4/1/2023,Active,No,On-site
23245,Employee_465,Male,38,PRODUCT,Engineer,PhD,Bangalore,₹90896.94,27,8,6,4,2/19/2015,Active,No,Hybrid
23246,Em@loyee_438,Male,32,Finance,Senior Analyst,Master,Chennai,₹99406.41,32,5,4,8,1/2/2022,Resigned,, Remote 
23247,Employee_579,Female,53,HR,Engineer,,Bangalore,145122.12,24,1,16,19,6/20/2020,Terminated,No,On-site
